TIME,SENSOR 1,SENSOR 2,SENSOR 3,SENSOR 4 
3775,1938,1746,3904,1838
3776,1940,1744,3903,1841
3777,1941,1744,3906,1843
3778,1943,1747,3906,1845
3779,1942,1750,3908,1849
3780,1944,1748,3911,1851
3781,1945,1746,3914,1853
3782,1947,1747,3913,1851
3783,1949,1750,3912,1851
3784,1951,1751,3914,1854
3785,1950,1752,3915,1855
3786,1950,1750,3915,1858
3787,1950,1748,3915,1860
3788,1950,1747,3914,1858
3789,1949,1745,3915,1859
3790,1950,1744,3914,1863
3791,1949,1743,3914,1860
3792,1948,1744,3913,1857
3793,1948,1746,3914,1858
3794,1950,1747,3916,1858
3795,1950,1749,3917,1858
3796,1950,1751,3918,1855
3797,1949,1751,3918,1859
3798,1948,1749,3919,1857
3799,1947,1748,3920,1854
3800,1946,1751,3920,1852
3801,1947,1753,3920,1850
3802,1947,1756,3923,1854
3803,1946,1756,3922,1858
3804,1947,1759,3921,1862
3805,1946,1760,3922,1862
3806,1946,1761,3923,1860
3807,1946,1762,3923,1858
3808,1947,1764,3922,1855
3809,1947,1762,3922,1856
3810,1948,1761,3922,1860
3811,1950,1763,3924,1862
3812,1950,1762,3927,1862
3813,1952,1762,3929,1865
3814,1952,1764,3932,1864
3815,1953,1765,3932,1862
3816,1954,1768,3932,1863
3817,1953,1769,3931,1860
3818,1953,1768,3933,1864
3819,1952,1770,3932,1863
3820,1953,1768,3933,1864
3821,1953,1769,3934,1861
3822,1953,1772,3934,1858
3823,1954,1772,3933,1859
3824,1953,1771,3934,1858
3825,1952,1769,3936,1858
3826,1952,1769,3938,1859
3827,1952,1769,3939,1857
3828,1953,1769,3939,1857
3829,1954,1767,3939,1861
3830,1954,1765,3940,1859
3831,1953,1768,3943,1862
3832,1952,1766,3944,1862
3833,1953,1764,3947,1864
3834,1953,1763,3946,1861
3835,1953,1763,3948,1862
3836,1952,1766,3951,1861
3837,1954,1764,3954,1858
3838,1955,1762,3954,1860
3839,1957,1761,3956,1860
3840,1956,1761,3957,1857
3841,1957,1759,3958,1860
3842,1957,1758,3961,1860
3843,1959,1760,3963,1863
3844,1958,1758,3966,1860
3845,1957,1756,3965,1861
3846,1959,1754,3965,1862
3847,1958,1754,3965,1859
3848,1959,1755,3965,1859
3849,1959,1756,3965,1863
3850,1958,1758,3966,1863
3851,1957,1759,3966,1863
3852,1959,1757,3967,1862
3853,1958,1756,3967,1865
3854,1960,1757,3966,1867
3855,1961,1757,3968,1868
3856,1960,1755,3968,1870
3857,1960,1754,3967,1873
3858,1962,1754,3970,1875
3859,1961,1757,3971,1877
3860,1963,1758,3970,1881
3861,1962,1756,3971,1881
3862,1961,1754,3972,1885
3863,1963,1754,3974,1885
3864,1963,1755,3977,1886
3865,1963,1753,3976,1885
3866,1963,1751,3976,1882
3867,1962,1752,3975,1883
3868,1963,1751,3976,1885
3869,1965,1753,3978,1888
3870,1964,1755,3981,1889
3871,1966,1754,3984,1892
3872,1966,1752,3983,1895
3873,1968,1752,3982,1897
3874,1967,1754,3981,1898
3875,1969,1752,3981,1899
3876,1968,1752,3981,1900
3877,1969,1753,3982,1904
3878,1970,1754,3985,1907
3879,1971,1752,3987,1908
3880,1971,1754,3986,1911
3881,1973,1755,3987,1908
3882,1975,1758,3989,1912
3883,1974,1758,3992,1912
3884,1975,1759,3995,1914
3885,1975,1761,3995,1911
3886,1974,1763,3995,1915
3887,1974,1765,3997,1919
3888,1974,1768,3997,1917
3889,1973,1766,3999,1920
3890,1974,1768,3998,1917
3891,1975,1771,4001,1919
3892,1974,1773,4000,1923
3893,1976,1774,4001,1923
3894,1976,1776,4001,1924
3895,1978,1777,4004,1926
3896,1978,1775,4005,1923
3897,1978,1776,4007,1925
3898,1980,1777,4006,1925
3899,1982,1779,4006,1924
3900,1981,1780,4005,1928
3901,1983,1778,4008,1929
3902,1985,1777,4008,1926
3903,1987,1780,4010,1924
3904,1988,1781,4010,1923
3905,1988,1783,4011,1920
3906,1988,1782,4011,1922
3907,1990,1783,4012,1922
3908,1991,1785,4013,1922
3909,1990,1783,4016,1921
3910,1989,1782,4016,1923
3911,1989,1783,4016,1923
3912,1990,1782,4017,1924
3913,1992,1781,4020,1922
3914,1992,1784,4022,1922
3915,1993,1787,4025,1925
3916,1994,1786,4027,1922
3917,1995,1789,4029,1920
3918,1996,1789,4029,1919
3919,1996,1787,4029,1916
3920,1997,1790,4032,1917
3921,1996,1792,4034,1919
3922,1996,1790,4036,1922
3923,1997,1791,4037,1924
3924,1998,1790,4037,1927
3925,1997,1788,4036,1928
3926,1997,1787,4036,1931
3927,1998,1785,4039,1928
3928,1998,1784,4042,1931
3929,1997,1782,4044,1928
3930,1996,1783,4044,1931
3931,1996,1786,4045,1930
3932,1995,1786,4044,1933
3933,1996,1784,4044,1935
3934,1995,1782,4045,1936
3935,1997,1785,4045,1936
3936,1996,1787,4046,1938
3937,1995,1786,4046,1935
3938,1997,1787,4049,1933
3939,1999,1789,4048,1935
3940,2000,1787,4049,1938
3941,2001,1786,4049,1940
3942,2003,1789,4051,1937
3943,2003,1787,4053,1934
3944,2004,1788,4052,1934
3945,2005,1789,4051,1936
3946,2005,1790,4051,1940
3947,2007,1790,4053,1941
3948,2007,1791,4056,1945
3949,2007,1794,4059,1948
3950,2007,1794,4062,1946
3951,2007,1797,4065,1945
3952,2009,1799,4064,1945
3953,2010,1799,4065,1947
3954,2011,1802,4068,1950
3955,2013,1805,4070,1949
3956,2012,1808,4069,1947
3957,2011,1808,4070,1947
3958,2013,1811,4069,1948
3959,2014,1813,4068,1951
3960,2014,1816,4070,1948
3961,2014,1819,4073,1950
3962,2014,1820,4073,1950
3963,2014,1821,4073,1954
3964,2016,1822,4075,1951
3965,2015,1824,4075,1954
3966,2015,1826,4075,1953
3967,2017,1824,4075,1957
3968,2017,1826,4077,1960
3969,2017,1827,4076,1958
3970,2017,1827,4079,1961
3971,2016,1825,4081,1964
3972,2017,1823,4083,1966
3973,2016,1821,4085,1970
3974,2017,1819,4084,1971
3975,2019,1817,4087,1970
3976,2020,1818,4089,1972
3977,2020,1818,4088,1970
3978,2022,1818,4087,1970
3979,2023,1818,4088,1972
3980,2022,1818,4089,1976
3981,2024,1820,4091,1975
3982,2023,1819,4090,1976
3983,2023,1819,4089,1974
3984,2025,1821,4091,1977
3985,2025,1821,4093,1974
3986,2026,1824,4093,1977
3987,2025,1827,4093,1974
3988,2027,1829,4096,1974
3989,2029,1829,4099,1978
3990,2029,1829,4101,1982
3991,2031,1832,4103,1979
3992,2033,1833,4103,1977
3993,2032,1835,4102,1975
3994,2032,1834,4105,1977
3995,2034,1832,4107,1977
3996,2035,1831,4107,1976
3997,2036,1831,4106,1973
3998,2037,1834,4105,1973
3999,2036,1834,4106,1970
4000,2038,1833,4105,1968
4001,2039,1835,4108,1972
4002,2041,1837,4107,1971
4003,2042,1839,4109,1974
4004,2042,1839,4110,1974
4005,2041,1841,4109,1976
4006,2040,1844,4112,1973
4007,2041,1843,4115,1976
4008,2041,1845,4118,1974
4009,2040,1848,4117,1974
4010,2041,1846,4117,1977
4011,2042,1849,4119,1981
4012,2042,1850,4120,1984
4013,2041,1849,4123,1984
4014,2043,1848,4122,1983
4015,2045,1849,4124,1986
4016,2047,1849,4126,1990
4017,2046,1850,4128,1987
4018,2045,1853,4130,1985
4019,2046,1853,4130,1988
4020,2045,1855,4133,1992
4021,2046,1853,4132,1995
4022,2047,1851,4133,1998
4023,2047,1849,4132,1996
4024,2047,1851,4131,2000
4025,2049,1852,4133,1999
4026,2051,1850,4133,2001
4027,2051,1851,4132,2002
4028,2052,1854,4135,2004
4029,2053,1854,4137,2002
4030,2052,1856,4136,2004
4031,2053,1856,4137,2002
4032,2054,1854,4139,2006
4033,2055,1856,4142,2003
4034,2054,1857,4145,2001
4035,2055,1856,4145,2001
4036,2054,1858,4144,2004
4037,2054,1861,4146,2007
4038,2053,1861,4145,2004
4039,2055,1861,4145,2005
4040,2057,1864,4146,2005
4041,2059,1865,4146,2009
4042,2058,1867,4146,2008
4043,2057,1870,4148,2011
4044,2056,1868,4149,2015
4045,2058,1870,4150,2018
4046,2059,1870,4150,2021
4047,2061,1870,4151,2018
4048,2060,1868,4151,2022
4049,2059,1869,4153,2022
4050,2061,1869,4153,2026
4051,2060,1868,4152,2024
4052,2059,1866,4154,2026
4053,2061,1866,4157,2027
4054,2063,1868,4157,2027
4055,2065,1869,4156,2029
4056,2066,1871,4158,2032
4057,2068,1873,4157,2033
4058,2068,1874,4160,2034
4059,2069,1874,4159,2038
4060,2071,1876,4161,2042
4061,2073,1879,4164,2040
4062,2075,1882,4167,2041
4063,2074,1883,4169,2038
4064,2073,1884,4169,2039
4065,2073,1886,4169,2043
4066,2073,1885,4172,2042
4067,2075,1885,4171,2041
4068,2075,1883,4173,2039
4069,2076,1884,4176,2043
4070,2078,1885,4175,2042
4071,2078,1888,4175,2044
4072,2077,1886,4176,2045
4073,2078,1884,4176,2047
4074,2078,1882,4176,2046
4075,2077,1884,4179,2044
4076,2079,1885,4182,2042
4077,2080,1888,4181,2044
4078,2079,1887,4184,2045
4079,2079,1889,4184,2042
4080,2078,1888,4186,2040
4081,2080,1888,4186,2044
4082,2082,1886,4187,2041
4083,2081,1885,4188,2042
4084,2081,1888,4189,2044
4085,2083,1888,4191,2042
4086,2083,1886,4190,2040
4087,2084,1889,4193,2039
4088,2086,1887,4192,2039
4089,2085,1886,4193,2039
4090,2084,1887,4194,2043
4091,2086,1890,4194,2047
4092,2087,1891,4197,2045
4093,2087,1894,4196,2047
4094,2086,1893,4198,2045
4095,2085,1894,4198,2043
4096,2087,1894,4197,2047
4097,2086,1892,4196,2044
4098,2086,1895,4195,2044
4099,2086,1893,4195,2047
4100,2086,1891,4196,2044
4101,2088,1894,4196,2041
4102,2087,1895,4195,2044
4103,2087,1893,4197,2041
4104,2087,1896,4199,2038
4105,2087,1897,4202,2035
4106,2088,1898,4201,2035
4107,2089,1901,4203,2035
4108,2091,1900,4204,2038
4109,2093,1902,4206,2039
4110,2092,1904,4205,2037
4111,2092,1903,4208,2034
4112,2094,1905,4207,2038
4113,2096,1907,4210,2040
4114,2098,1906,4213,2042
4115,2098,1906,4213,2042
4116,2098,1909,4212,2040
4117,2097,1910,4214,2044
4118,2096,1910,4216,2045
4119,2097,1912,4217,2046
4120,2097,1912,4218,2044
4121,2096,1914,4218,2043
4122,2097,1912,4220,2046
4123,2099,1915,4220,2048
4124,2101,1916,4221,2045
4125,2100,1915,4220,2046
4126,2100,1916,4221,2050
4127,2101,1914,4220,2048
4128,2101,1917,4222,2047
4129,2102,1915,4221,2045
4130,2101,1918,4224,2048
4131,2103,1918,4227,2047
4132,2102,1919,4226,2044
4133,2102,1922,4225,2041
4134,2101,1920,4227,2039
4135,2102,1918,4227,2039
4136,2104,1920,4227,2043
4137,2104,1919,4230,2043
4138,2106,1920,4230,2041
4139,2105,1922,4231,2038
4140,2106,1924,4232,2040
4141,2105,1926,4234,2037
4142,2106,1925,4237,2035
4143,2106,1924,4238,2037
4144,2108,1923,4239,2037
4145,2107,1921,4240,2035
4146,2107,1923,4242,2033
4147,2108,1921,4242,2035
4148,2108,1922,4242,2039
4149,2108,1923,4244,2040
4150,2107,1922,4246,2043
4151,2108,1924,4245,2040
4152,2108,1923,4248,2038
4153,2109,1923,4250,2037
4154,2109,1924,4250,2036
4155,2111,1925,4251,2035
4156,2111,1927,4251,2039
4157,2110,1928,4250,2036
4158,2110,1931,4249,2035
4159,2109,1931,4248,2038
4160,2109,1934,4250,2039
4161,2109,1932,4249,2042
4162,2109,1933,4251,2041
4163,2108,1935,4254,2044
4164,2110,1934,4257,2044
4165,2111,1937,4258,2045
4166,2110,1937,4260,2042
4167,2110,1940,4261,2043
4168,2112,1940,4262,2046
4169,2113,1940,4265,2048
4170,2114,1938,4265,2050
4171,2116,1938,4267,2048
4172,2116,1938,4268,2046
4173,2116,1940,4269,2044
4174,2118,1939,4269,2047
4175,2120,1941,4268,2046
4176,2120,1943,4271,2050
4177,2119,1943,4274,2052
4178,2120,1945,4274,2050
4179,2120,1945,4275,2050
4180,2120,1947,4275,2050
4181,2120,1946,4278,2052
4182,2121,1945,4277,2050
4183,2120,1948,4278,2049
4184,2119,1946,4277,2046
4185,2118,1945,4276,2048
4186,2117,1944,4276,2052
4187,2116,1947,4277,2053
4188,2116,1945,4279,2052
4189,2118,1946,4282,2052
4190,2120,1949,4281,2054
4191,2122,1949,4283,2053
4192,2123,1951,4285,2052
4193,2122,1952,4287,2052
4194,2123,1954,4287,2050
4195,2124,1953,4286,2047
4196,2125,1955,4287,2046
4197,2124,1953,4289,2043
4198,2126,1954,4288,2040
4199,2126,1957,4287,2039
4200,2125,1956,4288,2039
4201,2127,1957,4288,2039
4202,2128,1957,4288,2038
4203,2127,1958,4290,2040
4204,2128,1956,4292,2040
4205,2130,1956,4291,2038
4206,2131,1955,4291,2040
4207,2132,1955,4293,2042
4208,2132,1955,4293,2040
4209,2133,1955,4294,2037
4210,2133,1955,4297,2034
4211,2132,1958,4298,2035
4212,2131,1958,4300,2034
4213,2133,1960,4300,2031
4214,2132,1961,4301,2031
4215,2131,1959,4303,2031
4216,2133,1958,4302,2031
4217,2133,1960,4302,2034
4218,2134,1962,4304,2033
4219,2134,1965,4307,2035
4220,2134,1965,4309,2036
4221,2134,1964,4312,2035
4222,2135,1966,4311,2032
4223,2135,1965,4313,2036
4224,2134,1967,4315,2034
4225,2136,1967,4317,2032
4226,2137,1966,4317,2030
4227,2137,1967,4316,2033
4228,2136,1967,4319,2030
4229,2136,1969,4319,2032
4230,2136,1971,4320,2033
4231,2136,1973,4319,2037
4232,2136,1973,4320,2041
4233,2135,1974,4322,2039
4234,2136,1973,4324,2040
4235,2137,1973,4324,2041
4236,2138,1971,4326,2041
4237,2138,1971,4325,2040
4238,2140,1974,4325,2038
4239,2139,1972,4324,2035
4240,2141,1972,4327,2037
4241,2141,1971,4328,2034
4242,2140,1969,4330,2034
4243,2139,1967,4332,2037
4244,2140,1968,4333,2041
4245,2141,1971,4334,2039
4246,2140,1974,4336,2041
4247,2140,1972,4337,2039
4248,2142,1971,4338,2036
4249,2142,1973,4337,2039
4250,2141,1973,4340,2038
4251,2142,1976,4340,2039
4252,2144,1976,4340,2041
4253,2145,1976,4342,2043
4254,2146,1976,4342,2042
4255,2146,1974,4342,2042
4256,2148,1977,4341,2044
4257,2148,1976,4340,2044
4258,2150,1975,4340,2042
4259,2151,1975,4342,2040
4260,2153,1974,4343,2038
4261,2154,1973,4346,2040
4262,2153,1973,4345,2041
4263,2155,1972,4347,2038
4264,2157,1970,4350,2040
4265,2159,1971,4349,2044
4266,2160,1971,4350,2043
4267,2161,1973,4351,2045
4268,2160,1973,4351,2045
4269,2160,1971,4351,2044
4270,2160,1970,4350,2046
4271,2159,1973,4351,2046
4272,2160,1974,4350,2044
4273,2160,1976,4349,2041
4274,2160,1979,4352,2040
4275,2160,1982,4354,2041
4276,2161,1981,4353,2041
4277,2160,1984,4354,2038
4278,2161,1984,4356,2040
4279,2162,1984,4355,2040
4280,2164,1986,4358,2044
4281,2165,1986,4360,2047
4282,2164,1986,4361,2044
4283,2165,1985,4361,2048
4284,2166,1986,4362,2045
4285,2165,1989,4364,2047
4286,2164,1990,4366,2050
4287,2165,1992,4365,2054
4288,2167,1990,4365,2058
4289,2166,1992,4367,2058
4290,2166,1992,4367,2061
4291,2167,1990,4368,2061
4292,2169,1993,4368,2060
4293,2170,1995,4369,2060
4294,2172,1996,4372,2057
4295,2173,1996,4371,2054
4296,2175,1995,4372,2052
4297,2177,1997,4371,2049
4298,2179,1996,4371,2050
4299,2178,1996,4371,2051
4300,2178,1996,4372,2050
4301,2180,1998,4372,2048
4302,2182,1996,4372,2050
4303,2181,1994,4372,2052
4304,2180,1994,4373,2049
4305,2181,1996,4372,2050
4306,2180,1999,4373,2051
4307,2179,1999,4374,2055
4308,2178,2000,4376,2057
4309,2179,1999,4375,2054
4310,2179,2000,4376,2051
4311,2178,1998,4379,2053
4312,2179,2001,4380,2055
4313,2181,2001,4380,2055
4314,2180,2004,4382,2052
4315,2181,2007,4381,2054
4316,2181,2007,4381,2054
4317,2182,2008,4383,2051
4318,2184,2011,4384,2053
4319,2183,2014,4383,2050
4320,2183,2015,4382,2052
4321,2182,2014,4384,2053
4322,2182,2015,4383,2051
4323,2181,2018,4382,2055
4324,2183,2019,4383,2058
4325,2184,2022,4383,2055
4326,2185,2022,4385,2058
4327,2186,2022,4385,2056
4328,2187,2020,4384,2058
4329,2188,2019,4387,2060
4330,2187,2020,4390,2058
4331,2188,2019,4391,2062
4332,2189,2017,4392,2061
4333,2191,2020,4393,2064
4334,2192,2023,4395,2061
4335,2192,2021,4398,2062
4336,2192,2024,4399,2059
4337,2191,2022,4398,2057
4338,2190,2022,4398,2055
4339,2192,2021,4401,2054
4340,2191,2020,4403,2056
4341,2191,2022,4405,2054
4342,2193,2024,4406,2055
4343,2193,2025,4408,2055
4344,2192,2024,4408,2053
4345,2192,2025,4409,2052
4346,2193,2027,4408,2052
4347,2195,2026,4409,2052
4348,2194,2026,4412,2051
4349,2195,2024,4414,2054
4350,2196,2023,4413,2051
4351,2195,2025,4413,2053
4352,2197,2023,4416,2051
4353,2199,2024,4417,2055
4354,2201,2026,4418,2053
4355,2202,2024,4420,2051
4356,2204,2022,4419,2048
4357,2205,2024,4419,2050
4358,2205,2024,4418,2053
4359,2207,2026,4420,2051
4360,2207,2026,4421,2051
4361,2209,2029,4422,2050
4362,2209,2030,4425,2051
4363,2211,2029,4428,2052
4364,2210,2027,4430,2050
4365,2211,2029,4431,2048
4366,2212,2027,4433,2045
4367,2213,2027,4435,2044
4368,2213,2027,4438,2042
4369,2215,2028,4440,2040
4370,2216,2029,4440,2042
4371,2216,2031,4440,2045
4372,2215,2033,4440,2042
4373,2214,2036,4443,2042
4374,2214,2038,4443,2046
4375,2216,2039,4444,2048
4376,2216,2040,4445,2046
4377,2215,2043,4445,2045
4378,2217,2041,4447,2046
4379,2217,2040,4447,2050
4380,2216,2043,4449,2048
4381,2218,2045,4449,2045
4382,2218,2048,4449,2043
4383,2218,2050,4451,2045
4384,2218,2051,4451,2044
4385,2217,2052,4454,2041
4386,2219,2054,4453,2041
4387,2219,2055,4456,2043
4388,2219,2053,4458,2043
4389,2220,2053,4457,2045
4390,2221,2051,4458,2046
4391,2221,2054,4459,2044
4392,2221,2054,4459,2048
4393,2220,2054,4460,2048
4394,2220,2057,4461,2045
4395,2219,2060,4464,2044
4396,2218,2062,4466,2046
4397,2217,2060,4469,2044
4398,2219,2061,4472,2041
4399,2221,2060,4475,2043
4400,2220,2061,4474,2046
4401,2221,2060,4476,2047
4402,2220,2060,4479,2044
4403,2222,2060,4480,2048
4404,2222,2058,4480,2048
4405,2221,2061,4480,2049
4406,2222,2064,4482,2046
4407,2223,2063,4481,2048
4408,2222,2061,4481,2048
4409,2222,2063,4483,2048
4410,2221,2063,4483,2048
4411,2220,2061,4484,2047
4412,2220,2061,4485,2050
4413,2222,2063,4488,2050
4414,2221,2064,4489,2054
4415,2220,2064,4490,2053
4416,2220,2064,4493,2052
4417,2220,2066,4495,2052
4418,2221,2064,4495,2051
4419,2223,2064,4498,2054
4420,2222,2062,4497,2058
4421,2222,2063,4500,2062
4422,2222,2064,4499,2063
4423,2222,2064,4500,2061
4424,2223,2064,4500,2062
4425,2225,2063,4503,2059
4426,2226,2062,4504,2058
4427,2225,2064,4506,2060
4428,2226,2065,4508,2062
4429,2227,2065,4508,2059
4430,2226,2065,4511,2059
4431,2228,2065,4514,2057
4432,2230,2064,4513,2061
4433,2230,2065,4512,2064
4434,2229,2067,4514,2061
4435,2229,2065,4516,2063
4436,2228,2067,4515,2065
4437,2229,2070,4514,2066
4438,2229,2073,4513,2070
4439,2229,2076,4513,2074
4440,2229,2074,4514,2077
4441,2228,2072,4515,2074
4442,2228,2073,4518,2074
4443,2228,2075,4517,2073
4444,2230,2074,4520,2072
4445,2229,2072,4520,2076
4446,2231,2075,4522,2076
4447,2230,2078,4524,2077
4448,2231,2081,4524,2079
4449,2230,2079,4525,2080
4450,2232,2082,4528,2081
4451,2233,2084,4530,2078
4452,2234,2084,4532,2075
4453,2235,2086,4532,2072
4454,2237,2084,4535,2074
4455,2239,2083,4535,2074
4456,2239,2085,4536,2074
4457,2238,2083,4535,2078
4458,2239,2081,4534,2077
4459,2239,2080,4534,2079
4460,2239,2082,4535,2083
4461,2240,2081,4538,2087
4462,2241,2081,4540,2091
4463,2240,2083,4543,2094
4464,2241,2085,4545,2096
4465,2241,2087,4544,2100
4466,2241,2088,4547,2100
4467,2241,2087,4548,2104
4468,2242,2086,4551,2101
4469,2241,2085,4551,2100
4470,2242,2083,4551,2101
4471,2242,2084,4554,2102
4472,2244,2083,4556,2100
4473,2243,2084,4558,2104
4474,2243,2084,4560,2101
4475,2245,2087,4560,2100
4476,2245,2088,4560,2101
4477,2245,2087,4559,2104
4478,2246,2090,4561,2106
4479,2247,2092,4564,2104
4480,2247,2091,4564,2108
4481,2247,2089,4563,2112
4482,2249,2092,4565,2116
4483,2250,2094,4566,2120
4484,2252,2094,4566,2123
4485,2253,2092,4569,2123
4486,2252,2090,4568,2125
4487,2254,2090,4570,2125
4488,2253,2088,4569,2122
4489,2255,2086,4568,2123
4490,2256,2085,4569,2124
4491,2255,2087,4570,2121
4492,2257,2088,4569,2118
4493,2258,2086,4572,2119
4494,2257,2089,4572,2116
4495,2257,2090,4575,2116
4496,2257,2089,4577,2113
4497,2256,2089,4576,2113
4498,2255,2090,4577,2117
4499,2254,2092,4580,2121
4500,2255,2091,4581,2122
4501,2255,2094,4583,2122
4502,2255,2094,4584,2124
4503,2257,2092,4586,2127
4504,2256,2094,4586,2124
4505,2255,2095,4585,2124
4506,2254,2098,4586,2128
4507,2256,2097,4588,2125
4508,2257,2096,4589,2127
4509,2256,2097,4591,2127
4510,2255,2098,4590,2126
4511,2254,2101,4593,2128
4512,2254,2101,4592,2126
4513,2255,2101,4595,2126
4514,2255,2101,4596,2125
4515,2257,2101,4599,2129
4516,2258,2102,4601,2131
4517,2258,2105,4604,2132
4518,2259,2108,4604,2131
4519,2260,2109,4606,2133
4520,2262,2109,4605,2130
4521,2263,2110,4608,2132
4522,2264,2108,4611,2130
4523,2264,2111,4610,2132
4524,2265,2109,4610,2131
4525,2267,2109,4609,2130
4526,2267,2107,4611,2131
4527,2267,2108,4613,2129
4528,2269,2108,4614,2128
4529,2271,2108,4613,2130
4530,2271,2107,4614,2131
4531,2270,2105,4614,2131
4532,2272,2103,4614,2135
4533,2272,2101,4613,2135
4534,2272,2103,4615,2138
4535,2274,2106,4616,2136
4536,2274,2106,4617,2134
4537,2274,2105,4618,2137
4538,2274,2108,4617,2139
4539,2273,2109,4620,2139
4540,2274,2112,4621,2140
4541,2276,2114,4623,2139
4542,2275,2115,4626,2142
4543,2274,2117,4629,2143
4544,2273,2119,4631,2141
4545,2274,2118,4633,2144
4546,2274,2118,4634,2147
4547,2276,2117,4637,2144
4548,2275,2115,4640,2143
4549,2276,2113,4639,2147
4550,2278,2113,4638,2149
4551,2280,2112,4637,2146
4552,2282,2112,4639,2146
4553,2281,2114,4639,2143
4554,2283,2116,4642,2143
4555,2283,2117,4642,2140
4556,2285,2119,4643,2138
4557,2284,2121,4643,2140
4558,2284,2120,4646,2144
4559,2286,2121,4646,2143
4560,2288,2120,4649,2141
4561,2290,2122,4648,2139
4562,2291,2121,4650,2137
4563,2292,2122,4649,2140
4564,2292,2123,4649,2141
4565,2293,2122,4648,2142
4566,2292,2124,4648,2143
4567,2294,2126,4647,2144
4568,2296,2127,4649,2141
4569,2295,2126,4652,2144
4570,2297,2126,4651,2144
4571,2296,2127,4654,2142
4572,2298,2125,4656,2145
4573,2298,2128,4656,2142
4574,2300,2129,4656,2143
4575,2301,2132,4658,2147
4576,2301,2130,4660,2150
4577,2303,2130,4660,2147
4578,2305,2130,4661,2150
4579,2304,2133,4664,2149
4580,2305,2135,4664,2150
4581,2306,2136,4667,2153
4582,2306,2135,4668,2154
4583,2305,2135,4668,2154
4584,2307,2134,4668,2152
4585,2308,2135,4671,2150
4586,2310,2134,4670,2152
4587,2312,2133,4670,2154
4588,2312,2136,4671,2154
4589,2313,2137,4672,2152
4590,2315,2140,4673,2149
4591,2314,2141,4674,2151
4592,2315,2140,4677,2153
4593,2314,2141,4679,2153
4594,2315,2144,4680,2154
4595,2315,2145,4681,2157
4596,2314,2148,4681,2161
4597,2316,2150,4680,2162
4598,2315,2148,4681,2160
4599,2317,2150,4684,2157
4600,2319,2152,4687,2156
4601,2320,2150,4686,2160
4602,2322,2152,4687,2163
4603,2324,2155,4689,2165
4604,2324,2157,4689,2168
4605,2325,2159,4689,2165
4606,2327,2161,4690,2164
4607,2327,2162,4692,2165
4608,2327,2161,4693,2166
4609,2328,2163,4696,2167
4610,2330,2161,4697,2169
4611,2329,2164,4697,2166
4612,2330,2167,4699,2166
4613,2331,2168,4702,2163
4614,2331,2169,4705,2162
4615,2330,2172,4708,2159
4616,2330,2174,4708,2157
4617,2330,2174,4707,2161
4618,2329,2176,4708,2158
4619,2331,2176,4707,2160
4620,2331,2179,4707,2158
4621,2331,2179,4707,2162
4622,2330,2178,4707,2159
4623,2329,2177,4708,2163
4624,2328,2180,4709,2161
4625,2330,2178,4710,2163
4626,2330,2180,4712,2160
4627,2330,2182,4713,2163
4628,2330,2184,4715,2164
4629,2332,2186,4718,2163
4630,2333,2185,4718,2164
4631,2332,2188,4720,2167
4632,2332,2186,4721,2168
4633,2332,2189,4724,2171
4634,2331,2188,4726,2173
4635,2330,2186,4729,2177
4636,2332,2186,4732,2175
4637,2334,2184,4734,2178
4638,2336,2185,4736,2181
4639,2335,2186,4739,2185
4640,2337,2188,4741,2186
4641,2339,2186,4743,2186
4642,2339,2188,4744,2187
4643,2338,2189,4747,2188
4644,2338,2189,4748,2188
4645,2338,2188,4749,2190
4646,2340,2188,4752,2188
4647,2340,2189,4753,2191
4648,2339,2188,4752,2195
4649,2339,2188,4755,2197
4650,2339,2189,4756,2200
4651,2338,2187,4757,2201
4652,2339,2186,4760,2198
4653,2341,2187,4759,2197
4654,2341,2187,4760,2197
4655,2341,2188,4763,2197
4656,2343,2188,4762,2194
4657,2343,2186,4764,2196
4658,2344,2189,4763,2198
4659,2346,2187,4766,2200
4660,2346,2187,4767,2197
4661,2348,2189,4770,2194
4662,2350,2190,4770,2191
4663,2350,2189,4773,2193
4664,2350,2190,4772,2195
4665,2351,2192,4774,2199
4666,2353,2190,4773,2197
4667,2354,2190,4774,2200
4668,2355,2188,4773,2203
4669,2357,2191,4775,2200
4670,2357,2193,4775,2200
4671,2356,2192,4774,2199
4672,2356,2191,4774,2201
4673,2357,2194,4777,2201
4674,2358,2197,4778,2203
4675,2357,2195,4780,2202
4676,2356,2194,4783,2199
4677,2355,2195,4784,2201
4678,2354,2196,4787,2202
4679,2355,2194,4786,2199
4680,2356,2193,4788,2203
4681,2356,2195,4787,2202
4682,2356,2196,4790,2204
4683,2357,2196,4789,2201
4684,2357,2195,4789,2202
4685,2356,2198,4791,2201
4686,2357,2196,4793,2205
4687,2357,2199,4796,2203
4688,2356,2202,4796,2200
4689,2356,2203,4799,2201
4690,2357,2204,4798,2203
4691,2358,2202,4799,2201
4692,2360,2200,4800,2199
4693,2359,2199,4800,2197
4694,2360,2199,4802,2200
4695,2362,2200,4805,2202
4696,2363,2203,4804,2203
4697,2364,2204,4807,2207
4698,2366,2204,4808,2210
4699,2365,2206,4807,2212
4700,2367,2206,4807,2214
4701,2366,2205,4808,2212
4702,2368,2208,4810,2209
4703,2367,2211,4809,2206
4704,2368,2211,4808,2208
